"Date","Return","Prob_HighVol"
2000-01-05,-2.45415108456566,0.571936542210367
2000-01-06,-0.644731457120606,0.572373298233383
2000-01-07,0.800304924417006,0.572944936601325
2000-01-10,1.98454620687567,0.574395578240589
2000-01-11,2.45977198619851,0.573769960128767
2000-01-12,-2.31720497308832,0.567541856630824
2000-01-13,-0.30807672124471,0.555855691651696
2000-01-14,1.17851649443335,0.545186737881719
2000-01-17,0.195613195558941,0.535691965782163
2000-01-18,0.208016716340254,0.528346961964017
2000-01-19,-1.53019012105755,0.522972398374972
2000-01-20,1.03343403183374,0.515505183921564
2000-01-21,-1.26418529263947,0.50915859505423
2000-01-24,-0.12045878164102,0.5015746682879
2000-01-25,-0.686456681455994,0.495384728664377
2000-01-28,0.431661733462896,0.489489648194884
2000-01-31,0.507742706212966,0.485465478008252
2000-02-01,-0.256803142958795,0.483022987449568
2000-02-02,1.22927175998555,0.481470056243281
2000-02-03,1.02676078408077,0.478695776573666
2000-02-04,-0.757057543255968,0.475431139776098
2000-02-07,0.58187873104476,0.472033261681827
2000-02-08,-0.0733414586809644,0.470014921074346
2000-02-09,0.486906990678548,0.469162151524413
2000-02-10,1.33710001303413,0.469573688964879
2000-02-11,-0.786217007187773,0.466603736267266
2000-02-14,-1.43416394559566,0.463062312835255
2000-02-15,0.95944947197637,0.456610286288891
2000-02-16,-0.0602962716504507,0.450493549122465
2000-02-17,-0.305183781822116,0.445536867107614
2000-02-18,-0.828054244240306,0.441250659722856
2000-02-21,0,0.436333165890758
2000-02-22,-0.57631166529859,0.432481767265518
2000-02-23,0.132301776018728,0.42861130692414
2000-02-24,-0.0483816337514043,0.425841662849064
2000-02-25,0.37353857513569,0.423899781924392
2000-02-28,-0.144743429657268,0.42304497742567
2000-02-29,0.574525238114099,0.422814952359152
2000-03-01,1.98364668384095,0.423245807829864
2000-03-02,1.01764879029371,0.416639093455242
2000-03-03,0.396753621237522,0.405947752348656
2000-03-06,-0.577052988806592,0.397935529368586
2000-03-07,0.57395643485556,0.389243162657727
2000-03-08,-0.763934465771676,0.381772154421761
2000-03-09,-0.622272607819063,0.372790974940942
2000-03-10,0.0407711362543139,0.362859712334534
2000-03-13,-0.106667926741189,0.353965406248446
