,ret_asx
527,-0.7853443505569047
528,-0.2924406236816779
529,1.0459068629611323
530,0.7535902508317704
531,0.13223232902070947
532,-0.18689712637289801
533,0.35623751100999357
534,-0.1894566042697221
535,-0.3194343074385486
536,0.0316974374273471
537,-0.9467204036049282
538,-0.09894943600556871
539,-0.3558708297838109
540,0.01168519237051413
541,0.35874358514362825
542,-0.6337716188074438
543,0.03515104310523043
544,0.08782716054671624
545,0.2046305642748436
546,0.3294525811638138
547,0.453037116986188
548,1.3355064416417761
549,-0.35229091899680043
550,-0.24130736317271584
551,-0.4207941884187605
552,-0.35588911718633653
553,0.055054475394378244
554,-1.2887213202626313
555,1.3234843999031298
556,0.20828980306006883
557,0.20209025589483787
558,-0.9039071455145375
559,-0.06696018471945564
560,-0.2653671501485988
561,-1.18372531659503
562,0.7975468059951751
563,0.09668631796433402
564,-0.8085782165478506
565,-0.2808533830222615
566,-0.15406352475615392
567,0.514593218263748
568,-0.02950287674448049
569,-0.7582554553382082
570,0.41538157297420497
571,-0.2965249560203276
572,-0.3838176220265055
573,0.4046088124361802
574,0.5477680940009222
575,0.4331228755580341
576,0.1586340621663851
577,0.01761366767834005
578,0.19937405619430137
579,-0.2992139314347497
580,-0.894135198939594
581,0.16289783515173184
582,-0.7813598556809964
583,-0.083548635513786
584,0.30996396106797164
585,0.056529267965999
586,0.10998176413004046
587,-0.6138857064046377
588,-0.6116564596750251
589,0.4471163073542783
590,-0.04192328655747701
591,-0.22790958878715628
592,-0.8562751013570846
593,0.3566697270706243
594,1.847477138881004
595,0.5670910656919048
596,0.5082355996625765
597,-0.5671579114526537
598,-0.4844813648528401
599,0.3812837041893502
600,-0.48201559208997935
601,0.4023345799350153
602,-0.16251277355401328
603,0.1270721910923811
604,-0.13890594285062008
605,0.17434652531225225
606,-0.3993674487288601
607,0.059266283431114175
608,-0.8478786770233171
609,0.09257025112763273
610,-0.17626122552041323
611,-0.04486249654576113
612,-0.4287041693476823
613,-0.018030697274085128
614,-0.43062039553518616
615,-0.5902221962996279
616,0.1698521283765686
617,0.36904728927034114
618,-0.9709108991744486
619,-0.009141083549302209
620,-0.8389818121154136
621,-0.521000094688695
622,-0.23828171998925285
623,-1.504638821950266
624,1.0481456664463096
625,0.09644256229304204
626,0.36933894229971287
627,-0.49067814869019344
628,-0.8190166229715246
629,0.7131062449392545
630,0.18993070724757644
631,0.5861814828817202
632,0.7609270007664648
633,-0.9931288454772869
634,-1.0532004497191494
635,0.15649945767748363
636,-0.3163770268722388
637,-0.9330279713205769
638,-1.1306033122915338
639,0.9594494719765478
640,-1.376691795165641
641,-0.6388576981615657
642,-0.025892026285845304
643,-2.338871261097175
644,0.8317412719407002
645,-1.7540496194666133
646,1.5171154772506412
647,1.5885314477539936
648,0.0777926244660776
649,-0.2887939816444529
650,-0.7633174676662691
651,-1.4745183862773459
652,-0.7873482097673801
653,2.1668641354558815
654,0.8518221001260429
655,0.9605646544095237
656,-0.09660902927777215
657,0.2092017273129798
658,-0.45436629063519973
659,1.0218285329175458
660,0.16929551539348608
661,0.47440675917300723
662,0.9012061322945186
663,-0.3911029222408047
664,0.9874263355460045
665,-0.3510850055443271
666,-0.23894430122126664
667,-0.52388725651209
668,-0.7176943367511512
669,-0.2201453339838011
670,-0.34234946557116785
671,0.3487358455380729
672,0.3888931383317029
673,-1.6035235760476496
674,0.6541357363259337
675,-0.7738229811470987
676,0.9695554259401717
677,-0.2857054224923772
678,1.1919565001781152
679,-0.18759332863904632
680,-0.3666686602681324
681,-0.1566468183474612
682,0.9868920185512664
683,-1.159799597452782
684,-0.9531580021196362
685,-0.5548041867648124
686,-0.8790523174177167
687,-0.4407869749886828
688,-1.4009906508590575
689,-0.08027514611406161
690,0.6736037096468195
691,-1.2709626665126095
692,0.5471573117239004
693,0.3675614850727982
694,0.03668520778941087
695,-0.25705504092989884
696,-1.7398812628269589
697,0.20387366898484416
698,-1.1367848742237285
699,-0.5542800199487274
700,0.9620083488245612
701,1.1963962395753036
702,1.1789094438122483
703,-0.03673096120877517
704,-0.13369879439011356
705,0.6932915016889751
706,-0.6799168413429868
707,0.4271530532886203
708,0.9577664495099114
709,-0.27412467624010617
710,-0.477396025624266
711,0.8734884240301
712,-0.8037235293725686
713,-0.16950889497078236
714,1.2134169500255254
715,-1.0771218186050646
716,1.4674382227438443
717,-0.15069937843836811
718,0.8260343434510986
719,-1.197191396946451
720,-0.9954231294393878
721,-1.2003469858843374
722,0.32240004463499616
723,-0.38632785094634414
724,-0.29663774534718357
725,1.4312038037232355
726,-0.17319896741234686
727,-0.3339235801625762
728,0.6035899160726999
729,0.4676809569224005
730,0.4589256976293754
731,0.18100743490432336
732,-0.8552612666925086
733,-0.33883537118555296
734,1.2664063686852245
735,0.5864126824414839
736,0.7290322812611549
737,-0.3638478091509967
738,-1.48860567517346
739,0.4383891832404174
740,-0.4350826292306209
741,-0.12560485545911604
742,-1.0874174261397584
743,-0.7080005300105441
744,0.6076425798953622
745,-0.5537763050278421
746,-0.7228345551155257
747,1.2397844255068513
748,-0.006694943199114789
749,0.08702382280763032
750,0.7432683059651168
751,0.7312013922263105
752,-0.023076708021285697
753,-0.18482175743788076
754,-1.146211009360698
755,0.480021801325492
756,0.6794067042937613
757,0.917298664462507
758,0.6491696992622309
759,-0.02926559340696855
760,0.006503323148976392
761,-0.3192409077147573
762,-0.04568573821561728
763,0.192401775921347
764,0.2082974955834871
765,0.039005044128437305
766,-0.6750046338259708
767,-0.1506253610338959
768,0.13426437240049438
769,-0.14081671128991502
770,-0.8424737382402014
771,-0.06280773027231845
772,0.07272325829177362
773,-2.063307274814541
774,-0.4293359136741337
775,0.42259060527447545
776,-0.2465775854974872
777,-0.4847811744316921
778,0.13584189643562894
779,-0.9513701495181159
780,-1.119755383589549
781,0.6836824046040135
782,-0.5451878160373624
783,-0.3882675357678167
784,0.19085630847683888
785,-1.7168588455203526
786,-0.6439519702633234
787,0.9503240846319372
788,0.021088929570378667
789,0.7006018898374933
790,-1.604589588144556
791,0.03900673913594943
792,1.2579208556886101
793,-2.012478513085192
794,0.9918459820015713
795,-1.0919335244060413
796,0.16794241301925084
797,0.566074695384966
798,-0.1314393366946831
799,-1.3276070181809096
800,0.0
801,-1.1594332780919814
802,-0.0948006671261048
803,-0.6661061725881545
804,-0.1764205455130785
805,-0.664356198941185
806,1.9327710960364008
807,-0.509815004009706
808,3.4447809429444476
809,0.40831671414842674
810,0.6791843192304192
811,0.020927069240350704
812,-0.28645136759681833
813,-0.14353825308672796
814,1.312128642085142
815,0.013826447382214724
816,0.17961219348787694
817,-0.43230972968464343
818,-0.10403302428718675
819,0.0034728998615563
820,0.9083295857003293
821,0.8524350047303564
822,1.5525655802424154
823,-0.02013539399712272
824,-0.9545903731144278
825,-0.1831841971747572
826,0.13233242898005315
827,-0.27505060857331287
828,0.9442223463936195
829,0.3698353346135441
830,-0.8966888888576108
831,0.9168175262377787
832,0.822008105589056
833,-0.10321789881242438
834,-0.9169431353222457
835,1.2262696547595375
836,-0.12294853267214023
837,-0.12975671100381447
838,-0.9433150836870574
839,0.06719527418601601
840,-0.3162078356514719
841,0.25909637238319405
842,-0.657464575032396
843,-0.006764019268690191
844,0.6776748284385015
845,0.17792047286873114
846,-0.35616628500045877
847,-0.4182744608119293
848,-0.24027808484756719
849,-0.09152532393148505
850,-0.4384605490603377
851,0.24156166058659778
852,0.7717880115686526
853,1.076590588966564
854,-0.0033310598242408673
855,-0.49160521421800496
856,0.8612126617851601
857,0.2423374594552996
858,-0.16592006461131348
859,0.9058779435603626
860,-0.382505696504154
861,0.1947323775279841
862,0.250291507454925
863,0.2824626979711198
864,0.2064203147496002
865,0.4930251650714368
866,0.4711548664799281
867,0.09072804593817096
868,0.08093627263985326
869,0.7158533938412148
870,-0.7126220453679721
871,0.4455804387751172
872,-0.4682336802074971
873,0.0841237792322147
874,-0.756388169309119
875,-0.10107092412283691
876,-1.2274490288167073
877,0.6746664504301947
878,-0.7209125371199221
879,0.38579539442586963
880,-0.22074616698031235
881,0.4245780100019303
882,-0.5400838596109736
883,0.1221085973851288
884,0.12195163206740744
885,-0.2209419359116893
886,0.4512582252502284
887,0.03285906722805265
888,0.9872894256011122
889,0.25666131047596963
890,0.43385895259788754
891,-0.23612155846119975
892,-0.14258548900016876
893,0.17496366639164762
894,-0.7310567852544025
895,0.6176872695084157
896,0.1683867893413904
897,0.25528414239044395
898,0.6690216233183222
899,-0.37255482475142543
900,-0.5355746841757991
901,1.0010576123532289
902,0.5748426942773222
903,-0.36368784338876026
904,0.2712926440880281
905,-0.12438096309193014
906,0.16262810544791506
907,0.34350557592084385
908,-0.11436821501877859
909,-0.0985957830129891
910,0.4888324349757056
911,-0.24412139610436867
912,-0.07620673495196684
913,0.5227734678065588
914,0.15156934889208884
915,0.06939033696706787
916,0.10714429349949484
917,0.2987752538397004
918,-0.251540827060559
919,-0.2900547901628414
920,0.40018176533020977
921,0.5363151031430036
922,0.08441700729502344
923,0.16862814522973224
924,0.4016726967240203
925,-0.22088073078698756
926,0.4846717131435696
927,-0.3943905574974593
928,0.512097447539972
929,0.15466471545391158
930,-0.5983323132001672
931,-0.6895641293711563
932,-0.043840109845127984
933,-0.0846074710459277
934,0.14097525654168663
935,0.7081261477374312
936,0.13357716896980065
937,-0.09938663112976087
938,-0.783023990264553
939,-0.38910247892474104
940,0.8733649265035837
941,-1.11890440354383
942,-0.04098320811802836
943,-0.22727845625478693
944,0.16419692128177843
945,-0.3255031207633152
946,1.264444616760585
947,0.12182819736992201
948,0.43298571948096054
949,0.04661352879686831
950,0.7552156449252223
951,0.2525238773218419
952,0.2733596832014129
953,0.4956700640329714
954,0.19819195100740927
955,0.024367217431553456
956,0.34657256066754627
957,-0.02428290327696203
958,-0.20054998080833997
959,0.48548204213823
960,-0.12720958836034413
961,-1.0113081081749797
962,-0.3066264276593955
963,-0.36611933688845966
964,-0.027740944313769944
965,0.6116573079163246
966,0.31818378927965796
967,-0.05499859024329368
968,-0.474841973618112
969,0.2514860932038232
970,-0.7378519151863827
971,0.012346770399140894
972,0.2280542849963041
973,-0.5680224597607975
974,-0.9174803999231429
975,0.07495478854124826
976,0.4578932816572845
977,-0.4953636531526584
978,-0.8594559567338678
979,0.031497056254536915
980,0.18877428788499628
981,0.08483844079663072
982,-0.4722038472237955
983,0.07569953699615439
984,0.6443017495747938
985,-0.018801819318703394
986,-0.1756211189173129
987,0.018827203226301492
988,-0.5128558299091424
989,0.5536474358152077
990,0.8621042823088843
991,0.4499549811217918
992,0.0
993,-0.145624313181969
994,-0.1955353339504029
995,-0.2363950605142051
996,-0.6811903141635156
997,0.7278909181600568
998,1.0804602182105327
999,-1.0026743110236325
1000,0.5025900673357953
1001,-0.2261577817018079
1002,0.26947780635602214
1003,0.6966476090925156
1004,-0.018428113477853003
1005,0.33126981357298746
1006,0.49485242593938494
1007,0.40444789070424036
1008,0.14253292280912433
1009,0.0272677024263146
1010,-0.4463532781691981
1011,0.9540467609149061
1012,-0.4198674709245509
1013,-0.17269398558354965
1014,0.11213563755525513
1015,0.033307194332721224
1016,-0.2243075309607434
1017,0.4722800589428644
1018,-0.13297981252655688
1019,-0.5367456684258087
1020,0.41266758454341357
1021,0.18454671762206942
1022,-0.06046863373967426
1023,0.6060562597891561
1024,0.24319149259977024
1025,-0.6800246867854298
1026,-0.9860965271851541
1027,-0.4614881872212706
1028,0.2294807095950091
1029,0.08858857097742145
1030,-0.3241944849113665
1031,0.03981833768165188
1032,-0.11030387791546303
1033,0.3122022445907646
1034,0.4543220161528083
1035,-0.024342009135303044
1036,0.4372225681862574
1037,0.7635828373967257
1038,0.23124028588181744
1039,-0.4057776258095558
1040,0.25868859835220803
1041,0.578115657210887
1042,0.08956293626329881
1043,-0.2091051005621125
1044,-0.14663855660028702
1045,-0.3089352963050018
1046,0.11408818673803722
1047,0.4221908406373487
1048,0.41148784920732595
1049,0.6170237519434352
1050,0.2658083687833823
1051,-0.05605341341130554
1052,0.014754703088470933
1053,0.5443991963636208
1054,0.3661666485962556
1055,0.143169461953363
1056,-0.3187621321798062
1057,-0.01171428726021162
1058,-0.33157936408851896
1059,0.2700389414579618
1060,0.09083071812714394
1061,0.6945834049840727
1062,-0.2620928218030727
1063,0.1718982032485883
1064,-0.9682005477490208
1065,-0.3562818552754976
1066,-0.09739110854933841
1067,0.38310835214208083
1068,0.8406227017690782
1069,-0.5117344305773486
1070,0.2050081256891545
1071,-0.07902335015543827
1072,0.9006809366329804
1073,-0.22077203545638469
1074,0.39472546227798944
1075,0.10711922537680607
1076,0.07520819783426447
1077,-0.22868117916381436
1078,0.0
1079,-0.36873658133185216
1080,-0.10185819600661006
1081,-0.44063434508618826
1082,-0.058508616226937704
1083,0.4612891658119622
1084,0.5548023287923698
1085,-0.38891073090638884
1086,-0.08437158500047559
1087,0.6122289272164849
1088,-0.18820128609675635
1089,-0.11308818790976005
1090,-0.052240439701733976
1091,-1.2708135961647216
1092,-0.014701342047906962
1093,-0.5454746533231969
1094,0.26278607707634905
1095,0.4824433187105015
1096,-0.24093431112977015
1097,-0.18255021721689246
1098,-1.1828464404008088
1099,0.09836358283017432
1100,0.6592045336782704
1101,-0.23705119208443648
1102,-0.3357966023612491
1103,-0.4175994137334271
1104,0.786019550682937
1105,0.5589541404727782
1106,-0.3545264829766026
1107,0.49009143105323005
1108,0.179496516992117
1109,-0.17654852312691816
1110,0.8708824342635424
1111,0.5618906136769297
1112,0.17113819975040911
1113,0.28362387073066486
1114,-0.09252158164372304
1115,0.5711183624525162
1116,-0.27361373808467704
1117,0.011532872219000012
1118,0.4689523084900671
1119,-0.011478912066920088
1120,-0.5007390923381649
1121,0.05191799720893897
1122,0.29368456349789795
1123,0.0
1124,-0.28215401883997515
1125,0.5291059794116038
1126,0.6688577842108856
1127,0.4973084672894146
1128,0.7568319713406879
1129,-0.38899724672507574
1130,0.3383430121747466
1131,-0.5418982893125701
1132,-0.1217678618424145
1133,-0.19286547952912514
1134,-0.02555125317282858
1135,0.3232000574113769
1136,0.11315738881787496
1137,-0.07070836121254587
1138,0.07353841698485297
1139,0.5301176608956126
1140,0.2583967033960022
1141,0.10373162675669789
1142,-0.13178605252637254
1143,-0.16849203649194067
1144,0.01686472892785673
1145,-1.0111094723153968
1146,0.0936330207734315
1147,0.13886449287472402
1148,0.05945832276115226
1149,-0.847030480848332
1150,0.5891312708556029
1151,-0.7319557904001073
1152,-0.3751732805072905
1153,0.01434535018027816
1154,0.11468877754534645
1155,0.2690061838178437
1156,0.06285215696983926
1157,0.9890110485439862
1158,0.24854707576942303
1159,0.26763218716840953
1160,-0.23660375127949607
1161,-0.2004290852653412
1162,-0.2348060966358645
1163,-0.6079778475230668
1164,-0.27393732028269113
1165,0.3280702353308129
1166,-0.6658227555339735
1167,-0.28712549471379134
1168,-0.273534956012611
1169,0.4286823034314935
1170,-0.2040393697351206
1171,0.29300121379005617
1172,0.3264579744636009
1173,0.7491112408782641
1174,0.06524683754705052
1175,-0.2527123893038663
1176,0.24420314193136505
1177,0.9287396937340375
1178,-0.13495867892654445
1179,-0.03940300818570108
1180,0.6425157501512402
1181,0.413056816350732
1182,-0.3655250133318688
1183,-0.01118633774623845
1184,0.34885542100582256
1185,-0.01114182407242481
1186,0.07520022609135424
1187,0.11965021829904998
1188,0.380253626221716
1189,0.37329469117572955
1190,0.05243012886051446
1191,-0.005522629311727201
1192,0.18466746273233525
1193,-0.07989054499457637
1194,0.033062882843104546
1195,0.29983783470228786
1196,-0.15393344590606262
1197,-0.3113349639408014
1198,-0.0910982101098412
1199,0.17936729079615077
1200,0.8100322779050373
1201,0.2294554719503239
1202,-0.14744568304205785
1203,0.924774014176144
1204,0.10823682987339822
1205,0.05947903839658153
1206,0.02702483563190583
1207,-0.3790139307563223
1208,0.5140286660900273
